TYPE OF REGISTER,DATE OF EXCHANGE,BDI CODE,PAPER NEGOTIATION CODE,TYPE OF MARKET,ABBREVIATED NAME OF THE COMPANY,PAPER SPECIFICATION,FORWARD MARKET TERM IN DAYS,REFERENCE CURRENCY,MARKET PAPER OPENING FLOOR PRICE,MARKET PAPER HIGHEST FLOOR PRICE,MARKET PAPER LOWEST FLOOR PRICE,MARKET PAPER AVERAGE FLOOR PRICE,MARKET PAPER LAST NEGOTIATED PRICE,MARKET PAPER BEST PURCHASE OFFER PRICE,MARKET PAPER BEST SALES OFFER PRICE,NUMBER OF TRADES CONDUCTED WITH THE MARKET PAPER,TOTAL QUANTITY OF TITLES TRADED WITH THIS MARKET PAPER,TOTAL VOLUME OF TITLES NEGOTIATED WITH THIS MARKET PAPER,STRIKE PRICE FOR THE OPTIONS MARKET OR CONTRACT AMOUNT FOR THE SECONDARY FORWARD MARKET,STRIKE PRICE OR CONTRACT AMOUNT FOR OPTIONS OR SECONDARY FORWARD MARKETS CORRECTION INDICATOR,MATURITY DATE FOR OPTIONS OR SECONDARY FORWARD MARKET,PAPER QUOTATION FACTOR,STRIKE PRICE IN POINTS FOR OPTIONS REFERENCED IN US DOLLARS OR CONTRACT AMOUNT IN POINTS FOR SECONDARY FORWARD,PAPER CODE IN THE IS IN SYSTEM OR PAPER INTERNAL CODE,PAPER DISTRIBUTION NUMBER
01,2017-11-24,82,PETRX49,080,PETRE,PN,000,R$,8.03,8.03,8.03,8.03,8.03,0.00,0.00,00001,000000000000065400,525162.00,24.25,0,2017-12-18,0000001,0.00,BRPETRACNPR6,186
01,2017-11-24,82,PETRX51,080,PETRE,PN,000,R$,4.60,4.60,4.60,4.60,4.60,4.52,0.00,00001,000000000000005000,23000.00,21.00,0,2017-12-18,0000001,0.00,BRPETRACNPR6,186
01,2017-11-24,82,PETRX65,080,PETRE,PN,000,R$,0.32,0.38,0.29,0.32,0.38,0.06,0.45,00068,000000000000237700,78232.00,15.75,0,2017-12-18,0000001,0.00,BRPETRACNPR6,186
01,2017-11-24,82,PETRX66,080,PETRE,PN,000,R$,0.81,0.89,0.78,0.81,0.89,0.00,0.00,00013,000000000000136700,111971.00,16.75,0,2017-12-18,0000001,0.00,BRPETRACNPR6,186
01,2017-11-24,82,PETRX72,080,PETRE,PN,000,R$,0.17,0.22,0.16,0.19,0.22,0.19,0.35,00069,000000000000434900,85413.00,15.25,0,2017-12-18,0000001,0.00,BRPETRACNPR6,185
01,2017-11-24,82,PETRX73,080,PETRE,PN,000,R$,0.03,0.03,0.03,0.03,0.03,0.02,0.00,00004,000000000000044300,1329.00,13.75,0,2017-12-18,0000001,0.00,BRPETRACNPR6,186
01,2017-11-24,82,PETRX74,080,PETRE,PN,000,R$,0.01,0.01,0.01,0.01,0.01,0.01,0.05,00002,000000000000071200,712.00,12.75,0,2017-12-18,0000001,0.00,BRPETRACNPR6,185
01,2017-11-24,82,PETRX75,080,PETRE,PN,000,R$,1.29,1.51,1.29,1.39,1.51,1.29,0.00,00004,000000000000022100,30820.00,17.50,0,2017-12-18,0000001,0.00,BRPETRACNPR6,185
01,2017-11-24,82,PETRX77,080,PETRE,PN,000,R$,1.17,1.29,1.17,1.22,1.29,0.00,0.00,00003,000000000000050700,62321.00,17.25,0,2017-12-18,0000001,0.00,BRPETRACNPR6,186
01,2017-11-24,82,PETRX8,080,PETRE,PN,000,R$,1.73,1.73,1.73,1.73,1.73,1.62,2.28,00001,000000000000000100,173.00,18.00,0,2017-12-18,0000001,0.00,BRPETRACNPR6,186
01,2017-11-24,82,PETRX84,080,PETRE,PN,000,R$,0.06,0.07,0.06,0.06,0.07,0.06,0.08,00004,000000000000001600,104.00,14.25,0,2017-12-18,0000001,0.00,BRPETRACNPR6,186
01,2017-11-24,82,PETRX85,080,PETRE,PN,000,R$,0.66,0.76,0.63,0.68,0.76,0.55,0.00,00050,000000000000791400,544179.00,16.50,0,2017-12-18,0000001,0.00,BRPETRACNPR6,186
01,2017-11-24,02,PFIZ34,010,PFIZER,DRN,,R$,114.90,114.90,114.84,114.88,114.84,0.00,0.00,00002,000000000000000500,57444.00,0.00,0,9999-12-31,0000001,0.00,BRPFIZBDR006,129
01,2017-11-24,02,PFRM3,010,PROFARMA,ON      NM,,R$,7.46,7.70,7.46,7.60,7.65,7.60,7.65,00130,000000000000057700,438665.00,0.00,0,9999-12-31,0000001,0.00,BRPFRMACNOR1,111
01,2017-11-24,96,PFRM3F,020,PROFARMA,ON      NM,,R$,7.60,7.60,7.59,7.59,7.59,7.22,8.18,00003,000000000000000046,349.31,0.00,0,9999-12-31,0000001,0.00,BRPFRMACNOR1,111
01,2017-11-24,96,PGCO34F,020,PG,DRN,,R$,285.88,285.88,285.88,285.88,285.88,0.00,0.00,00001,000000000000000018,5145.84,0.00,0,9999-12-31,0000001,0.00,BRPGCOBDR001,128
01,2017-11-24,14,PIBB11,010,IT NOW PIBB,CI,,R$,127.42,127.65,127.02,127.21,127.02,127.02,129.15,00097,000000000000073550,9356475.70,0.00,0,9999-12-31,0000001,0.00,BRPIBBCTF005,101
01,2017-11-24,96,PIBB11F,020,IT NOW PIBB,CI,,R$,127.00,127.20,122.01,124.59,122.01,126.50,130.00,00004,000000000000000018,2242.69,0.00,0,9999-12-31,0000001,0.00,BRPIBBCTF005,101
01,2017-11-24,02,PINE4,010,PINE,PN      N2,,R$,3.02,3.05,3.02,3.02,3.02,3.02,3.07,00022,000000000000009300,28092.00,0.00,0,9999-12-31,0000001,0.00,BRPINEACNPR8,143
01,2017-11-24,62,PINE4T,030,PINE,PN      N2,090,R$,3.06,3.07,3.06,3.06,3.07,0.00,0.00,00002,000000000000001000,3069.53,0.00,0,9999-12-31,0000001,0.00,BRPINEACNPR8,143
01,2017-11-24,02,PLAS3,010,PLASCAR PART,ON,,R$,6.47,6.47,6.47,6.47,6.47,5.50,6.40,00003,000000000000020800,134576.00,0.00,0,9999-12-31,0000001,0.00,BRPLASACNOR2,105
01,2017-11-24,96,PLAS3F,020,PLASCAR PART,ON,,R$,5.38,5.38,5.38,5.38,5.38,5.41,6.48,00002,000000000000000010,53.80,0.00,0,9999-12-31,0000001,0.00,BRPLASACNOR2,105
01,2017-11-24,62,PLAS3T,030,PLASCAR PART,ON,090,R$,6.61,6.62,6.61,6.61,6.62,0.00,0.00,00004,000000000000016800,111076.44,0.00,0,9999-12-31,0000001,0.00,BRPLASACNOR2,105
01,2017-11-24,02,PMAM3,010,PARANAPANEMA,ON      NM,,R$,1.50,1.51,1.48,1.49,1.51,1.49,1.51,00186,000000000000752500,1126736.00,0.00,0,9999-12-31,0000001,0.00,BRPMAMACNOR3,036
01,2017-11-24,96,PMAM3F,020,PARANAPANEMA,ON      NM,,R$,1.45,1.52,1.44,1.45,1.52,1.49,1.51,00005,000000000000000192,278.41,0.00,0,9999-12-31,0000001,0.00,BRPMAMACNOR3,036
01,2017-11-24,62,PMAM3T,030,PARANAPANEMA,ON      NM,090,R$,1.52,1.53,1.52,1.52,1.53,0.00,0.00,00002,000000000000002000,3051.30,0.00,0,9999-12-31,0000001,0.00,BRPMAMACNOR3,036
01,2017-11-24,62,PMAM3T,030,PARANAPANEMA,ON      NM,367,R$,1.61,1.62,1.61,1.61,1.62,0.00,0.00,00006,000000000000300000,484686.66,0.00,0,9999-12-31,0000001,0.00,BRPMAMACNOR3,036
01,2017-11-24,02,PNVL3,010,DIMED,ON,,R$,470.00,480.00,470.00,472.50,480.00,455.00,490.00,00004,000000000000000400,189000.00,0.00,0,9999-12-31,0000001,0.00,BRPNVLACNOR9,189
01,2017-11-24,02,POMO3,010,MARCOPOLO,ON      N2,,R$,3.03,3.03,2.99,3.01,3.00,2.99,3.00,00018,000000000000011100,33463.00,0.00,0,9999-12-31,0000001,0.00,BRPOMOACNOR0,080
01,2017-11-24,02,POMO4,010,MARCOPOLO,PN      N2,,R$,3.76,3.81,3.71,3.76,3.76,3.73,3.76,01050,000000000001014200,3814108.00,0.00,0,9999-12-31,0000001,0.00,BRPOMOACNPR7,080
01,2017-11-24,96,POMO4F,020,MARCOPOLO,PN      N2,,R$,3.78,3.78,3.73,3.74,3.76,3.73,3.76,00012,000000000000000343,1285.22,0.00,0,9999-12-31,0000001,0.00,BRPOMOACNPR7,080
01,2017-11-24,12,PORD11,010,FII POLO CRI,CI,,R$,103.99,103.99,103.55,103.91,103.95,103.72,103.95,00005,000000000000000132,13717.30,0.00,0,9999-12-31,0000001,0.00,BRPORDCTF005,113
01,2017-11-24,02,POSI3,010,POSITIVO TEC,ON      NM,,R$,3.03,3.11,2.97,3.02,3.11,3.08,3.11,00482,000000000000526400,1594514.00,0.00,0,9999-12-31,0000001,0.00,BRPOSIACNOR9,111
01,2017-11-24,96,POSI3F,020,POSITIVO TEC,ON      NM,,R$,2.85,3.09,2.85,2.95,3.06,3.04,3.06,00006,000000000000000098,289.72,0.00,0,9999-12-31,0000001,0.00,BRPOSIACNOR9,111
01,2017-11-24,02,PPLA11,010,PPLA,UNT,,R$,1.65,1.65,1.60,1.63,1.63,1.62,1.63,00181,000000000000481800,785484.00,0.00,0,9999-12-31,0000001,0.00,BRPPLAUNT007,100
01,2017-11-24,96,PPLA11F,020,PPLA,UNT,,R$,1.63,1.63,1.62,1.62,1.62,1.62,1.73,00007,000000000000000123,200.16,0.00,0,9999-12-31,0000001,0.00,BRPPLAUNT007,100
01,2017-11-24,12,PQDP11,010,FII D PEDRO,CI,,R$,3170.00,3215.00,3170.00,3196.46,3215.00,3174.99,3215.00,00028,000000000000000066,210966.98,0.00,0,9999-12-31,0000001,0.00,BRPQDPCTF004,195
01,2017-11-24,02,PRIO3,010,PETRORIO,ON      NM,,R$,61.95,64.27,61.95,63.13,63.76,63.76,63.90,00385,000000000000089900,5675586.00,0.00,0,9999-12-31,0000001,0.00,BRPRIOACNOR1,101
01,2017-11-24,96,PRIO3F,020,PETRORIO,ON      NM,,R$,62.00,63.76,62.00,63.02,63.20,63.00,63.20,00024,000000000000000779,49092.65,0.00,0,9999-12-31,0000001,0.00,BRPRIOACNOR1,101
01,2017-11-24,62,PRIO3T,030,PETRORIO,ON      NM,017,R$,63.98,63.99,63.98,63.98,63.99,0.00,0.00,00002,000000000000002000,127979.07,0.00,0,9999-12-31,0000001,0.00,BRPRIOACNOR1,101
01,2017-11-24,02,PRML3,010,PRUMO,ON      NM,,R$,10.94,11.15,10.94,11.07,11.15,10.95,11.15,00062,000000000000029600,327684.00,0.00,0,9999-12-31,0000001,0.00,BRPRMLACNOR9,103
01,2017-11-24,96,PRML3F,020,PRUMO,ON      NM,,R$,11.00,11.04,11.00,11.01,11.04,10.92,11.29,00004,000000000000000140,1542.00,0.00,0,9999-12-31,0000001,0.00,BRPRMLACNOR9,103
01,2017-11-24,02,PSSA3,010,PORTO SEGURO,ON      NM,,R$,37.51,37.51,36.43,36.88,36.47,36.47,36.84,01810,000000000000275500,10161605.00,0.00,0,9999-12-31,0000001,0.00,BRPSSAACNOR7,132
01,2017-11-24,96,PSSA3F,020,PORTO SEGURO,ON      NM,,R$,38.00,38.00,36.50,37.08,36.50,36.50,36.80,00052,000000000000001197,44395.88,0.00,0,9999-12-31,0000001,0.00,BRPSSAACNOR7,132
01,2017-11-24,14,PSVM11,010,PORTO VM,TPR,,R$,0.75,0.75,0.75,0.75,0.75,0.75,0.78,00001,000000000000000100,75.00,0.00,0,9999-12-31,0000001,0.00,BRPSVMTRV004,100
01,2017-11-24,02,PTBL3,010,PORTOBELLO,ON      NM,,R$,5.95,5.95,5.73,5.81,5.80,5.80,5.82,00674,000000000000711200,4136027.00,0.00,0,9999-12-31,0000001,0.00,BRPTBLACNOR8,121
01,2017-11-24,96,PTBL3F,020,PORTOBELLO,ON      NM,,R$,6.43,6.45,5.50,5.93,5.78,6.00,6.42,00031,000000000000000805,4774.89,0.00,0,9999-12-31,0000001,0.00,BRPTBLACNOR8,121
01,2017-11-24,62,PTBL3T,030,PORTOBELLO,ON      NM,090,R$,5.98,5.99,5.98,5.98,5.99,0.00,0.00,00002,000000000000000300,1795.93,0.00,0,9999-12-31,0000001,0.00,BRPTBLACNOR8,121
01,2017-11-24,02,PTNT4,010,PETTENATI,PN,,R$,3.69,3.69,3.69,3.69,3.69,3.68,3.69,00002,000000000000000800,2952.00,0.00,0,9999-12-31,0000001,0.00,BRPTNTACNPR3,041
01,2017-11-24,02,QGEP3,010,QGEP PART,ON      NM,,R$,8.36,8.43,8.15,8.23,8.15,8.15,8.18,00947,000000000000503400,4144427.00,0.00,0,9999-12-31,0000001,0.00,BRQGEPACNOR8,107
01,2017-11-24,96,QGEP3F,020,QGEP PART,ON      NM,,R$,8.26,8.31,8.19,8.24,8.20,8.18,8.29,00020,000000000000000871,7178.31,0.00,0,9999-12-31,0000001,0.00,BRQGEPACNOR8,107
01,2017-11-24,62,QGEP3T,030,QGEP PART,ON      NM,060,R$,8.51,8.52,8.51,8.51,8.52,0.00,0.00,00002,000000000000001000,8519.36,0.00,0,9999-12-31,0000001,0.00,BRQGEPACNOR8,107
01,2017-11-24,62,QGEP3T,030,QGEP PART,ON      NM,090,R$,8.50,8.51,8.29,8.40,8.30,0.00,0.00,00004,000000000000020100,169020.33,0.00,0,9999-12-31,0000001,0.00,BRQGEPACNOR8,107
01,2017-11-24,62,QGEP3T,030,QGEP PART,ON      NM,180,R$,8.51,8.52,8.51,8.51,8.52,0.00,0.00,00002,000000000000250000,2128995.00,0.00,0,9999-12-31,0000001,0.00,BRQGEPACNOR8,107
01,2017-11-24,02,QUAL3,010,QUALICORP,ON      NM,,R$,32.91,33.05,32.58,32.73,33.00,32.99,33.00,05373,000000000003106400,101696186.00,0.00,0,9999-12-31,0000001,0.00,BRQUALACNOR6,106
01,2017-11-24,96,QUAL3F,020,QUALICORP,ON      NM,,R$,32.70,33.00,32.64,32.79,33.00,32.60,33.00,00152,000000000000001525,50013.67,0.00,0,9999-12-31,0000001,0.00,BRQUALACNOR6,106
01,2017-11-24,78,QUALA32,070,QUAL  FM,ON      NM,000,R$,2.31,2.31,2.31,2.31,2.31,0.00,0.00,00001,000000000000003400,7854.00,32.00,0,2018-01-15,0000001,0.00,BRQUALACNOR6,106
01,2017-11-24,78,QUALL33,070,QUAL  FM,ON      NM,000,R$,0.93,0.93,0.93,0.93,0.93,0.00,0.00,00002,000000000000004000,3720.00,33.00,0,2017-12-18,0000001,0.00,BRQUALACNOR6,106
01,2017-11-24,78,QUALL34,070,QUAL  FM,ON      NM,000,R$,0.64,0.64,0.64,0.64,0.64,0.00,0.00,00001,000000000000001000,640.00,34.00,0,2017-12-18,0000001,0.00,BRQUALACNOR6,106
01,2017-11-24,82,QUALM32,080,QUALE  FM,ON      NM,000,R$,1.12,1.12,1.12,1.12,1.12,0.00,0.00,00001,000000000000000400,448.00,32.00,0,2018-01-15,0000001,0.00,BRQUALACNOR6,106
01,2017-11-24,82,QUALM33,080,QUALE  FM,ON      NM,000,R$,1.64,1.66,1.64,1.65,1.66,0.10,0.00,00002,000000000000006800,11220.00,33.00,0,2018-01-15,0000001,0.00,BRQUALACNOR6,106
01,2017-11-24,82,QUALM34,080,QUALE  FM,ON      NM,000,R$,2.21,2.22,2.09,2.18,2.09,0.00,0.00,00004,000000000000013600,29716.00,34.00,0,2018-01-15,0000001,0.00,BRQUALACNOR6,106
01,2017-11-24,82,QUALX32,080,QUALE  FM,ON      NM,000,R$,0.66,0.66,0.66,0.66,0.66,0.22,0.00,00001,000000000000004000,2640.00,32.00,0,2017-12-18,0000001,0.00,BRQUALACNOR6,106
01,2017-11-24,82,QUALX34,080,QUALE  FM,ON      NM,000,R$,1.75,1.75,1.73,1.73,1.73,0.00,0.00,00003,000000000000010200,17714.00,34.00,0,2017-12-18,0000001,0.00,BRQUALACNOR6,106
01,2017-11-24,82,QUALX38,080,QUALE,ON      NM,000,R$,5.15,5.15,5.10,5.11,5.10,2.26,0.00,00002,000000000000000600,3070.00,38.00,0,2017-12-18,0000001,0.00,BRQUALACNOR6,106
01,2017-11-24,02,RADL3,010,RAIADROGASIL,ON      NM,,R$,86.98,89.12,86.30,88.33,88.51,88.50,88.64,08334,000000000001444200,127568007.00,0.00,0,9999-12-31,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,96,RADL3F,020,RAIADROGASIL,ON      NM,,R$,87.02,88.93,86.40,87.89,88.64,88.64,88.72,00189,000000000000003263,286809.63,0.00,0,9999-12-31,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,78,RADLA84,070,RADL  FM,ON      NM,000,R$,5.79,5.80,5.79,5.79,5.80,0.00,0.00,00003,000000000000003900,22594.00,84.00,0,2018-01-15,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,78,RADLA87,070,RADL  FM,ON      NM,000,R$,4.60,4.60,4.53,4.57,4.53,0.00,0.00,00004,000000000000005000,22897.00,87.00,0,2018-01-15,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,78,RADLA89,070,RADL  FM,ON      NM,000,R$,3.40,3.45,3.40,3.41,3.45,0.00,0.00,00004,000000000000005000,17081.00,89.00,0,2018-01-15,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,78,RADLL2,070,RADLE,ON      NM,000,R$,5.00,5.00,5.00,5.00,5.00,0.00,0.00,00002,000000000000110100,550500.00,107.00,0,2018-12-17,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,78,RADLL5,070,RADLE,ON      NM,000,R$,5.52,5.52,5.20,5.36,5.20,0.00,0.00,00002,000000000000340000,1822400.00,105.00,0,2018-12-17,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,78,RADLL86,070,RADL  FM,ON      NM,000,R$,3.75,3.75,3.67,3.69,3.67,0.00,4.84,00002,000000000000000600,2218.00,86.48,0,2017-12-18,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,78,RADLL89,070,RADL  FM,ON      NM,000,R$,1.99,1.99,1.91,1.96,1.98,0.00,0.00,00003,000000000000003900,7644.00,89.48,0,2017-12-18,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,82,RADLM81,080,RADLE,ON      NM,000,R$,0.86,0.86,0.86,0.86,0.86,0.00,0.00,00003,000000000000090000,77400.00,81.00,0,2018-01-15,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,82,RADLM82,080,RADLE,ON      NM,000,R$,0.95,0.95,0.95,0.95,0.95,0.00,1.05,00001,000000000000001100,1045.00,82.00,0,2018-01-15,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,82,RADLM85,080,RADLE  FM,ON      NM,000,R$,1.70,1.70,1.35,1.53,1.35,1.42,0.00,00016,000000000000018400,28320.00,85.00,0,2018-01-15,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,82,RADLM86,080,RADLE  FM,ON      NM,000,R$,2.21,2.21,2.21,2.21,2.21,0.00,0.00,00001,000000000000000700,1547.00,86.00,0,2018-01-15,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,82,RADLM88,080,RADLE  FM,ON      NM,000,R$,3.08,3.08,2.35,2.62,2.46,0.00,0.00,00009,000000000000011400,29912.00,88.00,0,2018-01-15,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,82,RADLX1,080,RADLE,ON      NM,000,R$,5.00,5.00,5.00,5.00,5.00,0.00,0.00,00002,000000000000110000,550000.00,80.00,0,2018-12-17,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,82,RADLX28,080,RADLE,ON      NM,000,R$,5.20,5.20,5.20,5.20,5.20,0.00,0.00,00001,000000000000170000,884000.00,78.50,0,2018-12-17,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,82,RADLX84,080,RADLE  FM,ON      NM,000,R$,0.80,0.92,0.68,0.86,0.68,0.00,0.00,00008,000000000000026000,22465.00,84.48,0,2017-12-18,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,82,RADLX85,080,RADLE  FM,ON      NM,000,R$,1.09,1.15,1.09,1.11,1.15,0.00,0.00,00016,000000000000020800,23257.00,85.48,0,2017-12-18,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,82,RADLX87,080,RADLE  FM,ON      NM,000,R$,1.80,1.84,1.80,1.82,1.84,0.00,0.00,00004,000000000000005200,9464.00,87.48,0,2017-12-18,0000001,0.00,BRRADLACNOR0,124
01,2017-11-24,02,RAIL3,010,RUMO S.A.,ON      NM,,R$,13.04,13.18,12.73,12.91,12.89,12.79,12.89,09598,000000000003959600,51118906.00,0.00,0,9999-12-31,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,96,RAIL3F,020,RUMO S.A.,ON      NM,,R$,12.90,13.12,12.70,12.89,12.70,12.70,12.75,00156,000000000000002639,34027.57,0.00,0,9999-12-31,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,62,RAIL3T,030,RUMO S.A.,ON      NM,028,R$,13.03,13.04,13.03,13.03,13.04,0.00,0.00,00002,000000000000018000,234690.19,0.00,0,9999-12-31,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,62,RAIL3T,030,RUMO S.A.,ON      NM,032,R$,13.18,13.19,12.93,13.16,12.94,0.00,0.00,00004,000000000000107000,1408822.12,0.00,0,9999-12-31,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,78,RAILA12,070,RAIL,ON      NM,000,R$,1.48,1.48,1.40,1.45,1.40,0.00,0.00,00007,000000000000008000,11660.00,12.00,0,2018-01-15,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,78,RAILA13,070,RAIL  FM,ON      NM,000,R$,0.84,0.84,0.84,0.84,0.84,0.00,0.00,00001,000000000000000200,168.00,13.00,0,2018-01-15,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,78,RAILA14,070,RAIL  FM,ON      NM,000,R$,0.38,0.38,0.38,0.38,0.38,0.00,0.00,00001,000000000000000500,190.00,14.00,0,2018-01-15,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,78,RAILB42,070,RAIL,ON      NM,000,R$,1.60,1.60,1.60,1.60,1.60,0.00,1.60,00001,000000000000000700,1120.00,12.50,0,2018-02-19,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,78,RAILL13,070,RAIL  FM,ON      NM,000,R$,0.55,0.59,0.40,0.48,0.40,0.01,0.40,00020,000000000000049800,24155.00,13.00,0,2017-12-18,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,78,RAILL14,070,RAIL  FM,ON      NM,000,R$,0.20,0.20,0.15,0.17,0.15,0.21,0.35,00006,000000000000014300,2448.00,14.00,0,2017-12-18,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,78,RAILL15,070,RAIL,ON      NM,000,R$,0.03,0.03,0.03,0.03,0.03,0.00,0.17,00002,000000000000002000,60.00,15.00,0,2017-12-18,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,78,RAILL42,070,RAIL  FM,ON      NM,000,R$,0.83,0.83,0.72,0.74,0.73,0.00,0.89,00006,000000000000009000,6745.00,12.50,0,2017-12-18,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,78,RAILL43,070,RAIL  FM,ON      NM,000,R$,0.35,0.35,0.25,0.29,0.29,0.26,0.45,00016,000000000000040800,12207.00,13.50,0,2017-12-18,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,78,RAILL45,070,RAIL,ON      NM,000,R$,0.03,0.03,0.01,0.02,0.01,0.00,0.10,00002,000000000000008000,160.00,15.50,0,2017-12-18,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,82,RAILM13,080,RAILE  FM,ON      NM,000,R$,0.77,0.77,0.77,0.77,0.77,0.00,0.00,00001,000000000000002500,1925.00,13.00,0,2018-01-15,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,82,RAILX12,080,RAILE  FM,ON      NM,000,R$,0.20,0.21,0.19,0.19,0.21,0.22,0.00,00005,000000000000015000,2990.00,12.00,0,2017-12-18,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,82,RAILX13,080,RAILE  FM,ON      NM,000,R$,0.56,0.58,0.56,0.56,0.58,0.00,0.00,00003,000000000000010700,6094.00,13.00,0,2017-12-18,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,82,RAILX42,080,RAILE  FM,ON      NM,000,R$,0.30,0.37,0.30,0.35,0.37,0.28,0.39,00004,000000000000015800,5596.00,12.50,0,2017-12-18,0000001,0.00,BRRAILACNOR9,100
01,2017-11-24,02,RANI3,010,CELUL IRANI,ON,,R$,1.99,2.00,1.99,1.99,2.00,1.98,2.00,00006,000000000000006200,12369.00,0.00,0,9999-12-31,0000001,0.00,BRRANIACNOR5,050
01,2017-11-24,02,RANI4,010,CELUL IRANI,PN,,R$,2.03,2.03,2.03,2.03,2.03,1.50,2.10,00002,000000000000000400,812.00,0.00,0,9999-12-31,0000001,0.00,BRRANIACNPR2,051
01,2017-11-24,02,RAPT3,010,RANDON PART,ON      N1,,R$,5.35,5.35,5.35,5.35,5.35,5.22,5.34,00001,000000000000000100,535.00,0.00,0,9999-12-31,0000001,0.00,BRRAPTACNOR7,147
01,2017-11-24,02,RAPT4,010,RANDON PART,PN      N1,,R$,7.02,7.08,6.86,6.95,6.92,6.91,6.92,01119,000000000000699000,4862335.00,0.00,0,9999-12-31,0000001,0.00,BRRAPTACNPR4,147
01,2017-11-24,96,RAPT4F,020,RANDON PART,PN      N1,,R$,7.08,7.08,6.85,6.96,6.85,6.88,7.08,00025,000000000000000870,6056.05,0.00,0,9999-12-31,0000001,0.00,BRRAPTACNPR4,147
01,2017-11-24,12,RBBV11,010,FII JHSF FBV,CI,,R$,65.50,65.50,63.62,64.65,65.00,65.00,65.59,00030,000000000000001571,101578.10,0.00,0,9999-12-31,0000001,0.00,BRRBBVCTF004,151
01,2017-11-24,12,RBCB11,010,FII RIOBRCIB,CI,,R$,621.00,621.00,621.00,621.00,621.00,550.00,621.00,00001,000000000000000008,4968.00,0.00,0,9999-12-31,0000001,0.00,BRRBCBCTF004,175
01,2017-11-24,12,RBGS11,010,FII RB GSB I,CI,,R$,46.00,46.49,45.00,45.60,45.81,46.25,46.99,00011,000000000000000352,16054.52,0.00,0,9999-12-31,0000001,0.00,BRRBGSCTF009,175
01,2017-11-24,12,RBRD11,010,FII RB II,CI,,R$,81.25,81.29,79.50,80.26,80.00,80.00,80.98,00076,000000000000002741,219992.78,0.00,0,9999-12-31,0000001,0.00,BRRBRDCTF008,185
01,2017-11-24,12,RBRF11,010,FII RBRALPHA,CI  ER,,R$,99.98,100.15,97.11,99.96,100.00,97.12,100.00,00012,000000000000000635,63476.89,0.00,0,9999-12-31,0000001,0.00,BRRBRFCTF003,102
01,2017-11-24,12,RBVO11,010,FII RIOBCRI2,CI,,R$,71.48,71.48,70.79,71.07,71.39,68.12,71.39,00005,000000000000000301,21394.05,0.00,0,9999-12-31,0000001,0.00,BRRBVOCTF007,161
01,2017-11-24,02,RCSL3,010,RECRUSUL,ON,,R$,3.33,3.33,3.00,3.05,3.00,2.80,3.00,00007,000000000000002200,6725.00,0.00,0,9999-12-31,0000001,0.00,BRRCSLACNOR4,128
01,2017-11-24,02,RCSL4,010,RECRUSUL,PN,,R$,0.93,0.94,0.87,0.89,0.88,0.87,0.88,01074,000000000000406300,363451.00,0.00,0,9999-12-31,0000001,0.00,BRRCSLACNPR1,128
01,2017-11-24,96,RCSL4F,020,RECRUSUL,PN,,R$,0.90,0.90,0.90,0.90,0.90,0.87,0.90,00001,000000000000000068,61.20,0.00,0,9999-12-31,0000001,0.00,BRRCSLACNPR1,128
01,2017-11-24,12,RDES11,010,FII RD ESCRI,CI,,R$,64.02,64.02,64.01,64.01,64.02,64.02,67.49,00005,000000000000000306,19588.42,0.00,0,9999-12-31,0000001,0.00,BRRDESCTF000,166
