TYPE OF REGISTER,DATE OF EXCHANGE,BDI CODE,PAPER NEGOTIATION CODE,TYPE OF MARKET,ABBREVIATED NAME OF THE COMPANY,PAPER SPECIFICATION,FORWARD MARKET TERM IN DAYS,REFERENCE CURRENCY,MARKET PAPER OPENING FLOOR PRICE,MARKET PAPER HIGHEST FLOOR PRICE,MARKET PAPER LOWEST FLOOR PRICE,MARKET PAPER AVERAGE FLOOR PRICE,MARKET PAPER LAST NEGOTIATED PRICE,MARKET PAPER BEST PURCHASE OFFER PRICE,MARKET PAPER BEST SALES OFFER PRICE,NUMBER OF TRADES CONDUCTED WITH THE MARKET PAPER,TOTAL QUANTITY OF TITLES TRADED WITH THIS MARKET PAPER,TOTAL VOLUME OF TITLES NEGOTIATED WITH THIS MARKET PAPER,STRIKE PRICE FOR THE OPTIONS MARKET OR CONTRACT AMOUNT FOR THE SECONDARY FORWARD MARKET,STRIKE PRICE OR CONTRACT AMOUNT FOR OPTIONS OR SECONDARY FORWARD MARKETS CORRECTION INDICATOR,MATURITY DATE FOR OPTIONS OR SECONDARY FORWARD MARKET,PAPER QUOTATION FACTOR,STRIKE PRICE IN POINTS FOR OPTIONS REFERENCED IN US DOLLARS OR CONTRACT AMOUNT IN POINTS FOR SECONDARY FORWARD,PAPER CODE IN THE IS IN SYSTEM OR PAPER INTERNAL CODE,PAPER DISTRIBUTION NUMBER
01,2017-11-24,02,CIEL3,010,CIELO,ON      NM,,R$,23.44,23.44,23.05,23.15,23.06,23.06,23.12,08801,000000000002089900,48399802.00,0.00,0,9999-12-31,0000001,0.00,BRCIELACNOR3,126
01,2017-11-24,96,CIEL3F,020,CIELO,ON      NM,,R$,23.30,23.35,22.89,23.16,22.99,22.99,23.10,00104,000000000000003279,75947.85,0.00,0,9999-12-31,0000001,0.00,BRCIELACNOR3,126
01,2017-11-24,62,CIEL3T,030,CIELO,ON      NM,019,R$,23.16,23.17,23.16,23.16,23.17,0.00,0.00,00002,000000000000001900,44018.35,0.00,0,9999-12-31,0000001,0.00,BRCIELACNOR3,126
01,2017-11-24,78,CIELA13,070,CIEL  FM,ON      NM,000,R$,1.17,1.17,1.17,1.17,1.17,0.00,0.00,00001,000000000000003000,3510.00,22.72,0,2018-01-15,0000001,0.00,BRCIELACNOR3,122
01,2017-11-24,78,CIELA54,070,CIEL  FM,ON      NM,000,R$,0.35,0.35,0.35,0.35,0.35,0.00,0.00,00001,000000000000001000,350.00,24.72,0,2018-01-15,0000001,0.00,BRCIELACNOR3,126
01,2017-11-24,78,CIELL2,070,CIEL,ON      NM,000,R$,0.62,0.62,0.59,0.60,0.59,0.04,0.56,00002,000000000000000900,543.00,23.35,0,2017-12-18,0000001,0.00,BRCIELACNOR3,124
01,2017-11-24,78,CIELL22,070,CIEL  FM,ON      NM,000,R$,1.82,1.82,1.71,1.76,1.71,0.00,0.00,00002,000000000000002000,3530.00,21.64,0,2017-12-18,0000001,0.00,BRCIELACNOR3,124
01,2017-11-24,78,CIELL25,070,CIEL,ON      NM,000,R$,0.10,0.10,0.10,0.10,0.10,0.00,0.25,00001,000000000000001000,100.00,25.01,0,2017-12-18,0000001,0.00,BRCIELACNOR3,125
01,2017-11-24,78,CIELL49,070,CIEL  FM,ON      NM,000,R$,0.22,0.22,0.20,0.21,0.20,0.15,0.20,00005,000000000000015000,3200.00,24.51,0,2017-12-18,0000001,0.00,BRCIELACNOR3,123
01,2017-11-24,78,CIELL59,070,CIEL,ON      NM,000,R$,0.25,0.27,0.25,0.26,0.25,0.20,0.00,00003,000000000000031200,8400.00,24.10,0,2017-12-18,0000001,0.00,BRCIELACNOR3,122
01,2017-11-24,78,CIELL65,070,CIEL  FM,ON      NM,000,R$,0.06,0.06,0.04,0.05,0.06,0.02,0.07,00003,000000000000011400,670.00,25.60,0,2017-12-18,0000001,0.00,BRCIELACNOR3,126
01,2017-11-24,82,CIELM21,080,CIELE,ON      NM,000,R$,0.19,0.21,0.18,0.19,0.21,0.15,0.00,00014,000000000000720000,137305.00,21.22,0,2018-01-15,0000001,0.00,BRCIELACNOR3,126
01,2017-11-24,82,CIELM51,080,CIELE  FM,ON      NM,000,R$,0.36,0.36,0.32,0.34,0.32,0.00,0.40,00003,000000000000004600,1596.00,21.97,0,2018-01-15,0000001,0.00,BRCIELACNOR3,126
01,2017-11-24,82,CIELX22,080,CIELE  FM,ON      NM,000,R$,0.12,0.12,0.12,0.12,0.12,0.10,0.30,00004,000000000000026000,3120.00,21.64,0,2017-12-18,0000001,0.00,BRCIELACNOR3,124
01,2017-11-24,82,CIELX55,080,CIELE  FM,ON      NM,000,R$,0.07,0.07,0.07,0.07,0.07,0.01,1.00,00001,000000000000002500,175.00,20.76,0,2017-12-18,0000001,0.00,BRCIELACNOR3,122
01,2017-11-24,82,CIELX57,080,CIELE  FM,ON      NM,000,R$,0.45,0.49,0.44,0.45,0.46,0.01,0.50,00006,000000000000014600,6714.00,22.85,0,2017-12-18,0000001,0.00,BRCIELACNOR3,123
01,2017-11-24,82,CIELX59,080,CIELE,ON      NM,000,R$,1.15,1.19,1.15,1.16,1.19,0.00,0.00,00002,000000000000007000,8130.00,24.10,0,2017-12-18,0000001,0.00,BRCIELACNOR3,122
01,2017-11-24,02,CLSC4,010,CELESC,PN      N2,,R$,19.58,19.99,19.56,19.68,19.99,19.57,19.99,00023,000000000000017500,344523.00,0.00,0,9999-12-31,0000001,0.00,BRCLSCACNPR3,111
01,2017-11-24,62,CLSC4T,030,CELESC,PN      N2,090,R$,20.01,20.02,20.01,20.01,20.02,0.00,0.00,00002,000000000000010000,200165.28,0.00,0,9999-12-31,0000001,0.00,BRCLSCACNPR3,111
01,2017-11-24,02,CMIG3,010,CEMIG,ON      N1,,R$,6.90,6.91,6.73,6.80,6.78,6.73,6.79,00479,000000000000456500,3105290.00,0.00,0,9999-12-31,0000001,0.00,BRCMIGACNOR6,219
01,2017-11-24,96,CMIG3F,020,CEMIG,ON      N1,,R$,6.88,6.99,6.75,6.80,6.99,6.70,6.99,00021,000000000000000694,4723.65,0.00,0,9999-12-31,0000001,0.00,BRCMIGACNOR6,219
01,2017-11-24,02,CMIG4,010,CEMIG,PN      N1,,R$,7.15,7.19,6.90,7.01,6.90,6.90,6.93,09037,000000000009054700,63526673.00,0.00,0,9999-12-31,0000001,0.00,BRCMIGACNPR3,220
01,2017-11-24,96,CMIG4F,020,CEMIG,PN      N1,,R$,7.10,7.18,6.91,7.03,6.91,6.91,6.97,00161,000000000000004750,33404.49,0.00,0,9999-12-31,0000001,0.00,BRCMIGACNPR3,220
01,2017-11-24,62,CMIG4T,030,CEMIG,PN      N1,017,R$,7.01,7.02,7.01,7.01,7.02,0.00,0.00,00002,000000000000004600,32249.28,0.00,0,9999-12-31,0000001,0.00,BRCMIGACNPR3,220
01,2017-11-24,62,CMIG4T,030,CEMIG,PN      N1,034,R$,7.15,7.16,7.15,7.15,7.16,0.00,0.00,00002,000000000000006500,46524.64,0.00,0,9999-12-31,0000001,0.00,BRCMIGACNPR3,220
01,2017-11-24,62,CMIG4T,030,CEMIG,PN      N1,045,R$,7.07,7.08,7.07,7.07,7.08,0.00,0.00,00002,000000000000015000,106155.00,0.00,0,9999-12-31,0000001,0.00,BRCMIGACNPR3,220
01,2017-11-24,62,CMIG4T,030,CEMIG,PN      N1,060,R$,7.24,7.25,7.07,7.07,7.08,0.00,0.00,00004,000000000000127000,898460.41,0.00,0,9999-12-31,0000001,0.00,BRCMIGACNPR3,220
01,2017-11-24,62,CMIG4T,030,CEMIG,PN      N1,090,R$,7.28,7.29,7.10,7.14,7.11,0.00,0.00,00004,000000000000006500,46434.40,0.00,0,9999-12-31,0000001,0.00,BRCMIGACNPR3,220
01,2017-11-24,62,CMIG4T,030,CEMIG,PN      N1,122,R$,7.14,7.15,7.14,7.14,7.15,0.00,0.00,00002,000000000000015000,107190.72,0.00,0,9999-12-31,0000001,0.00,BRCMIGACNPR3,220
01,2017-11-24,62,CMIG4T,030,CEMIG,PN      N1,180,R$,7.34,7.35,7.34,7.34,7.35,0.00,0.00,00002,000000000000005000,36746.05,0.00,0,9999-12-31,0000001,0.00,BRCMIGACNPR3,220
01,2017-11-24,78,CMIGA7,070,CMIG  FM,PN      N1,000,R$,0.57,0.57,0.55,0.56,0.55,0.00,0.00,00002,000000000000008000,4480.00,6.74,0,2018-01-15,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,78,CMIGA74,070,CMIG  FM,PN      N1,000,R$,0.36,0.36,0.36,0.36,0.36,0.19,1.02,00001,000000000000006100,2196.00,7.14,0,2018-01-15,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,78,CMIGA78,070,CMIG  FM,PN      N1,000,R$,0.19,0.19,0.19,0.19,0.19,0.13,0.88,00001,000000000000002000,380.00,7.54,0,2018-01-15,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,78,CMIGA8,070,CMIG,PN      N1,000,R$,0.16,0.18,0.14,0.16,0.14,0.00,0.40,00005,000000000000056400,9512.00,7.74,0,2018-01-15,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,78,CMIGB7,070,CMIG,PN      N1,000,R$,0.54,0.54,0.54,0.54,0.54,0.54,0.00,00001,000000000000000100,54.00,7.00,0,2018-02-19,0000001,0.00,BRCMIGACNPR3,220
01,2017-11-24,78,CMIGL68,070,CMIG  FM,PN      N1,000,R$,0.38,0.38,0.35,0.35,0.35,0.00,1.00,00004,000000000000024000,8610.00,6.85,0,2017-12-18,0000001,0.00,BRCMIGACNPR3,220
01,2017-11-24,78,CMIGL70,070,CMIGE,PN      N1,000,R$,0.50,0.50,0.48,0.49,0.48,0.35,0.55,00002,000000000000004500,2230.00,6.75,0,2017-12-18,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,78,CMIGL73,070,CMIG  FM,PN      N1,000,R$,0.35,0.35,0.23,0.31,0.23,0.06,0.28,00015,000000000000042600,13227.00,7.05,0,2017-12-18,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,78,CMIGL75,070,CMIG  FM,PN      N1,000,R$,0.22,0.22,0.16,0.20,0.16,0.10,0.26,00012,000000000000061000,12507.00,7.25,0,2017-12-18,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,78,CMIGL76,070,CMIG  FM,PN      N1,000,R$,0.16,0.16,0.10,0.14,0.10,0.00,0.16,00007,000000000000019500,2916.00,7.45,0,2017-12-18,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,78,CMIGL79,070,CMIG  FM,PN      N1,000,R$,0.14,0.14,0.10,0.10,0.11,0.05,0.21,00012,000000000000060200,6120.00,7.65,0,2017-12-18,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,78,CMIGL81,070,CMIG,PN      N1,000,R$,0.09,0.09,0.06,0.07,0.06,0.05,0.09,00002,000000000000005800,435.00,7.85,0,2017-12-18,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,78,CMIGL83,070,CMIG,PN      N1,000,R$,0.04,0.04,0.04,0.04,0.04,0.03,0.05,00001,000000000000003800,152.00,8.05,0,2017-12-18,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,82,CMIGM72,080,CMIGE  FM,PN      N1,000,R$,0.34,0.34,0.34,0.34,0.34,0.00,0.00,00002,000000000000004000,1360.00,6.94,0,2018-01-15,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,82,CMIGM76,080,CMIGE,PN      N1,000,R$,0.57,0.57,0.57,0.57,0.57,0.00,0.00,00001,000000000000002000,1140.00,7.34,0,2018-01-15,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,82,CMIGX68,080,CMIGE,PN      N1,000,R$,0.21,0.21,0.21,0.21,0.21,0.00,0.00,00001,000000000000002500,525.00,6.85,0,2017-12-18,0000001,0.00,BRCMIGACNPR3,220
01,2017-11-24,82,CMIGX70,080,CMIGE  FM,PN      N1,000,R$,0.18,0.18,0.18,0.18,0.18,0.13,0.23,00001,000000000000000100,18.00,6.75,0,2017-12-18,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,82,CMIGX73,080,CMIGE  FM,PN      N1,000,R$,0.26,0.31,0.26,0.29,0.31,0.00,0.98,00003,000000000000005300,1578.00,7.05,0,2017-12-18,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,82,CMIGX75,080,CMIGE  FM,PN      N1,000,R$,0.41,0.41,0.41,0.41,0.41,0.30,0.00,00002,000000000000006100,2501.00,7.25,0,2017-12-18,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,82,CMIGX79,080,CMIGE,PN      N1,000,R$,0.74,0.74,0.74,0.74,0.74,0.00,0.00,00001,000000000000002000,1480.00,7.65,0,2017-12-18,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,82,CMIGX85,080,CMIGE,PN      N1,000,R$,1.00,1.22,1.00,1.11,1.22,1.01,0.00,00032,000000000000056300,62977.00,8.25,0,2017-12-18,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,82,CMIGX9,080,CMIGE,PN      N1,000,R$,1.62,1.70,1.62,1.66,1.70,1.37,0.00,00002,000000000000002000,3320.00,8.75,0,2017-12-18,0000001,0.00,BRCMIGACNPR3,219
01,2017-11-24,12,CNES11,010,FII CENESP,CI  ER,,R$,101.00,104.48,101.00,101.83,104.39,101.52,104.40,00027,000000000000000436,44398.52,0.00,0,9999-12-31,0000001,0.00,BRCNESCTF001,180
01,2017-11-24,02,COCE5,010,COELCE,PNA,,R$,53.40,53.63,52.96,53.33,53.10,53.10,54.50,00025,000000000000004200,224001.00,0.00,0,9999-12-31,0000001,0.00,BRCOCEACNPA3,137
01,2017-11-24,96,COCE5F,020,COELCE,PNA,,R$,53.55,53.63,53.00,53.45,53.43,53.32,54.00,00011,000000000000000111,5933.56,0.00,0,9999-12-31,0000001,0.00,BRCOCEACNPA3,137
01,2017-11-24,02,COWC34,010,COSTCO,DRN ED,,R$,138.85,138.85,138.85,138.85,138.85,0.00,0.00,00001,000000000000001100,152735.00,0.00,0,9999-12-31,0000001,0.00,BRCOWCBDR006,108
01,2017-11-24,02,CPFE3,010,CPFL ENERGIA,ON      NM,,R$,27.63,27.64,27.47,27.57,27.58,27.55,27.58,01636,000000000001705100,47014884.00,0.00,0,9999-12-31,0000001,0.00,BRCPFEACNOR0,127
01,2017-11-24,96,CPFE3F,020,CPFL ENERGIA,ON      NM,,R$,27.57,27.66,27.51,27.57,27.53,27.53,27.59,00051,000000000000001720,47421.98,0.00,0,9999-12-31,0000001,0.00,BRCPFEACNOR0,127
01,2017-11-24,02,CPLE3,010,COPEL,ON      N1,,R$,21.57,21.60,20.73,21.23,20.90,20.90,21.03,00202,000000000000058400,1239998.00,0.00,0,9999-12-31,0000001,0.00,BRCPLEACNOR8,134
01,2017-11-24,96,CPLE3F,020,COPEL,ON      N1,,R$,21.47,21.99,21.08,21.38,21.89,21.01,21.89,00009,000000000000000020,427.68,0.00,0,9999-12-31,0000001,0.00,BRCPLEACNOR8,134
01,2017-11-24,62,CPLE3T,030,COPEL,ON      N1,150,R$,21.95,21.96,21.95,21.95,21.96,0.00,0.00,00002,000000000000007500,164630.27,0.00,0,9999-12-31,0000001,0.00,BRCPLEACNOR8,134
01,2017-11-24,02,CPLE6,010,COPEL,PNB     N1,,R$,25.38,25.62,24.63,25.10,24.83,24.83,24.89,04159,000000000001200000,30128140.00,0.00,0,9999-12-31,0000001,0.00,BRCPLEACNPB9,131
01,2017-11-24,96,CPLE6F,020,COPEL,PNB     N1,,R$,25.20,25.60,24.72,25.30,25.50,24.66,25.50,00040,000000000000001058,26769.69,0.00,0,9999-12-31,0000001,0.00,BRCPLEACNPB9,131
01,2017-11-24,62,CPLE6T,030,COPEL,PNB     N1,025,R$,25.44,25.45,25.44,25.44,25.45,0.00,0.00,00002,000000000000004000,101777.28,0.00,0,9999-12-31,0000001,0.00,BRCPLEACNPB9,131
01,2017-11-24,02,CPRE3,010,CPFL RENOVAV,ON      NM,,R$,13.98,13.98,13.70,13.87,13.95,13.61,13.95,00010,000000000000010900,151255.00,0.00,0,9999-12-31,0000001,0.00,BRCPREACNOR5,100
01,2017-11-24,12,CPTS11B,010,FII CAPI SEC,CI      MB,,R$,98.84,98.84,98.68,98.78,98.84,98.63,98.84,00046,000000000000003210,317113.05,0.00,0,9999-12-31,0000001,0.00,BRCPTSCTF004,140
01,2017-11-24,02,CRDE3,010,CR2,ON      NM,,R$,1.49,1.49,1.49,1.49,1.49,1.43,1.49,00002,000000000000003000,4470.00,0.00,0,9999-12-31,0000001,0.00,BRCRDEACNOR1,109
01,2017-11-24,02,CREM3,010,CREMER,ON,,R$,9.41,9.41,9.40,9.40,9.40,0.00,9.90,00003,000000000000000800,7521.00,0.00,0,9999-12-31,0000001,0.00,BRCREMACNOR2,176
01,2017-11-24,02,CRFB3,010,CARREFOUR BR,ON      NM,,R$,15.12,15.37,14.72,15.17,15.11,15.11,15.17,06138,000000000001921600,29159922.00,0.00,0,9999-12-31,0000001,0.00,BRCRFBACNOR2,100
01,2017-11-24,96,CRFB3F,020,CARREFOUR BR,ON      NM,,R$,15.30,15.39,14.59,15.04,14.80,14.80,15.18,00067,000000000000002218,33380.33,0.00,0,9999-12-31,0000001,0.00,BRCRFBACNOR2,100
01,2017-11-24,02,CRIV3,010,ALFA FINANC,ON,,R$,3.26,3.26,3.26,3.26,3.26,3.26,3.48,00004,000000000000003800,12388.00,0.00,0,9999-12-31,0000001,0.00,BRCRIVACNOR4,190
01,2017-11-24,02,CRIV4,010,ALFA FINANC,PN,,R$,4.69,4.69,4.69,4.69,4.69,4.61,4.70,00004,000000000000000500,2345.00,0.00,0,9999-12-31,0000001,0.00,BRCRIVACNPR1,198
01,2017-11-24,96,CRIV4F,020,ALFA FINANC,PN,,R$,4.30,4.30,4.30,4.30,4.30,4.40,0.00,00001,000000000000000028,120.40,0.00,0,9999-12-31,0000001,0.00,BRCRIVACNPR1,198
01,2017-11-24,02,CRPG5,010,CRISTAL,PNA,,R$,17.30,17.39,17.30,17.32,17.38,17.26,17.37,00008,000000000000001400,24257.00,0.00,0,9999-12-31,0000001,0.00,BRCRPGACNPA3,101
01,2017-11-24,02,CRPG6,010,CRISTAL,PNB,,R$,16.69,16.80,16.69,16.70,16.80,16.51,16.90,00003,000000000000001100,18379.00,0.00,0,9999-12-31,0000001,0.00,BRCRPGACNPB1,101
01,2017-11-24,02,CSAN3,010,COSAN,ON      NM,,R$,36.81,37.00,36.49,36.74,36.51,36.51,36.60,03398,000000000000568000,20873931.00,0.00,0,9999-12-31,0000001,0.00,BRCSANACNOR6,117
01,2017-11-24,96,CSAN3F,020,COSAN,ON      NM,,R$,37.50,37.50,36.50,36.74,36.50,36.50,37.00,00051,000000000000001221,44870.02,0.00,0,9999-12-31,0000001,0.00,BRCSANACNOR6,117
01,2017-11-24,78,CSANA8,070,CSAN  FM,ON      NM,000,R$,0.99,1.04,0.92,0.98,0.98,0.00,0.00,00016,000000000000032000,31528.00,38.92,0,2018-01-15,0000001,0.00,BRCSANACNOR6,117
01,2017-11-24,78,CSANL5,070,CSAN  FM,ON      NM,000,R$,1.80,1.80,1.80,1.80,1.80,0.00,0.00,00001,000000000000000100,180.00,35.92,0,2017-12-18,0000001,0.00,BRCSANACNOR6,117
01,2017-11-24,78,CSANL6,070,CSAN  FM,ON      NM,000,R$,1.14,1.22,1.09,1.16,1.22,0.00,0.00,00005,000000000000006000,7000.00,36.92,0,2017-12-18,0000001,0.00,BRCSANACNOR6,117
01,2017-11-24,78,CSANL7,070,CSAN  FM,ON      NM,000,R$,0.81,0.86,0.81,0.82,0.86,0.00,0.00,00008,000000000000014000,11608.00,37.92,0,2017-12-18,0000001,0.00,BRCSANACNOR6,117
01,2017-11-24,78,CSANL9,070,CSAN  FM,ON      NM,000,R$,0.26,0.26,0.22,0.23,0.22,0.00,0.00,00017,000000000000054000,12538.00,39.92,0,2017-12-18,0000001,0.00,BRCSANACNOR6,117
01,2017-11-24,02,CSMG3,010,COPASA,ON  ED  NM,,R$,42.92,42.92,42.33,42.56,42.80,42.58,42.80,01325,000000000000196600,8368003.00,0.00,0,9999-12-31,0000001,0.00,BRCSMGACNOR5,145
01,2017-11-24,96,CSMG3F,020,COPASA,ON  ED  NM,,R$,43.45,43.45,42.33,42.55,42.82,42.00,42.82,00020,000000000000000606,25787.64,0.00,0,9999-12-31,0000001,0.00,BRCSMGACNOR5,145
01,2017-11-24,02,CSNA3,010,SID NACIONAL,ON,,R$,8.10,8.23,7.88,8.05,7.93,7.93,7.94,09458,000000000007958400,64071489.00,0.00,0,9999-12-31,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,96,CSNA3F,020,SID NACIONAL,ON,,R$,8.10,8.21,7.90,8.04,7.93,7.93,8.07,00090,000000000000002658,21389.66,0.00,0,9999-12-31,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,62,CSNA3T,030,SID NACIONAL,ON,032,R$,8.14,8.24,8.03,8.04,8.04,0.00,0.00,00016,000000000000415500,3340656.45,0.00,0,9999-12-31,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,62,CSNA3T,030,SID NACIONAL,ON,060,R$,8.27,8.28,8.23,8.24,8.24,0.00,0.00,00004,000000000000070000,577258.58,0.00,0,9999-12-31,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,62,CSNA3T,030,SID NACIONAL,ON,122,R$,8.33,8.34,8.33,8.33,8.34,0.00,0.00,00004,000000000000020000,166667.50,0.00,0,9999-12-31,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,78,CSNAA8,070,CSNA  FM,ON,000,R$,0.58,0.58,0.55,0.56,0.55,0.00,0.00,00006,000000000000004000,2260.00,8.00,0,2018-01-15,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,78,CSNAA9,070,CSNA,ON,000,R$,0.25,0.25,0.21,0.24,0.21,0.00,0.30,00002,000000000000002500,605.00,9.00,0,2018-01-15,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,78,CSNAB8,070,CSNA,ON,000,R$,0.75,0.75,0.75,0.75,0.75,0.00,0.00,00001,000000000000001400,1050.00,8.00,0,2018-02-19,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,78,CSNAB83,070,CSNAE,ON,000,R$,0.67,0.67,0.67,0.67,0.67,0.00,0.00,00003,000000000000010000,6700.00,8.30,0,2018-02-19,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,78,CSNAB86,070,CSNA,ON,000,R$,0.52,0.52,0.52,0.52,0.52,0.00,0.00,00002,000000000000000600,312.00,8.60,0,2018-02-19,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,78,CSNAC84,070,CSNA,ON,000,R$,0.85,0.85,0.85,0.85,0.85,0.00,0.00,00001,000000000000050000,42500.00,8.40,0,2018-03-19,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,78,CSNAC94,070,CSNA,ON,000,R$,0.35,0.35,0.35,0.35,0.35,0.00,0.00,00001,000000000000050000,17500.00,9.40,0,2018-03-19,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,78,CSNAL10,070,CSNA,ON,000,R$,0.03,0.03,0.03,0.03,0.03,0.01,0.04,00001,000000000000000200,6.00,10.00,0,2017-12-18,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,78,CSNAL78,070,CSNA  FM,ON,000,R$,0.58,0.58,0.50,0.55,0.50,0.00,0.00,00005,000000000000014200,7900.00,7.80,0,2017-12-18,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,78,CSNAL8,070,CSNA  FM,ON,000,R$,0.48,0.51,0.37,0.45,0.37,0.35,0.40,00165,000000000000074800,34149.00,8.00,0,2017-12-18,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,78,CSNAL82,070,CSNA  FM,ON,000,R$,0.39,0.39,0.27,0.31,0.28,0.26,0.35,00460,000000000000159100,50356.00,8.20,0,2017-12-18,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,78,CSNAL84,070,CSNA  FM,ON,000,R$,0.31,0.32,0.18,0.26,0.22,0.15,0.26,00033,000000000000012400,3259.00,8.40,0,2017-12-18,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,78,CSNAL86,070,CSNA  FM,ON,000,R$,0.17,0.17,0.17,0.17,0.17,0.00,1.20,00041,000000000000010000,1700.00,8.60,0,2017-12-18,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,78,CSNAL88,070,CSNA,ON,000,R$,0.16,0.16,0.16,0.16,0.16,0.00,0.00,00001,000000000000000100,16.00,8.80,0,2017-12-18,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,78,CSNAL9,070,CSNA,ON,000,R$,0.15,0.16,0.09,0.11,0.09,0.09,0.12,00203,000000000000107200,12796.00,9.00,0,2017-12-18,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,78,CSNAL94,070,CSNA,ON,000,R$,0.07,0.07,0.06,0.06,0.06,0.00,0.22,00209,000000000000057200,3837.00,9.40,0,2017-12-18,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,82,CSNAM76,080,CSNAE  FM,ON,000,R$,0.38,0.38,0.38,0.38,0.38,0.00,0.00,00001,000000000000000200,76.00,7.60,0,2018-01-15,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,82,CSNAM78,080,CSNAE  FM,ON,000,R$,0.39,0.47,0.39,0.42,0.47,0.00,0.00,00003,000000000000003700,1579.00,7.80,0,2018-01-15,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,82,CSNAN82,080,CSNAE,ON,000,R$,0.83,0.83,0.83,0.83,0.83,0.00,0.92,00001,000000000000001300,1079.00,8.20,0,2018-02-19,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,82,CSNAO78,080,CSNAE,ON,000,R$,0.50,0.50,0.50,0.50,0.50,0.00,0.00,00001,000000000000050000,25000.00,7.80,0,2018-03-19,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,82,CSNAX40,080,CSNAE,ON,000,R$,2.35,2.35,2.35,2.35,2.35,1.82,0.00,00004,000000000000000900,2115.00,10.50,0,2017-12-18,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,82,CSNAX72,080,CSNAE,ON,000,R$,0.09,0.12,0.09,0.09,0.12,0.00,0.00,00040,000000000000016000,1590.00,7.20,0,2017-12-18,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,82,CSNAX76,080,CSNAE  FM,ON,000,R$,0.18,0.18,0.18,0.18,0.18,0.18,0.22,00080,000000000000008000,1440.00,7.60,0,2017-12-18,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,82,CSNAX8,080,CSNAE  FM,ON,000,R$,0.36,0.38,0.36,0.36,0.38,0.29,0.00,00070,000000000000007000,2560.00,8.00,0,2017-12-18,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,82,CSNAX82,080,CSNAE  FM,ON,000,R$,0.51,0.51,0.51,0.51,0.51,0.00,1.50,00001,000000000000004500,2295.00,8.20,0,2017-12-18,0000001,0.00,BRCSNAACNOR6,248
01,2017-11-24,02,CTAX3,010,CONTAX,ON      NM,,R$,4.59,4.60,4.28,4.38,4.28,4.28,4.50,00058,000000000000030400,133224.00,0.00,0,9999-12-31,0000001,0.00,BRCTAXACNOR3,118
01,2017-11-24,96,CTAX3F,020,CONTAX,ON      NM,,R$,4.46,4.50,4.46,4.46,4.50,4.35,4.65,00002,000000000000000051,227.50,0.00,0,9999-12-31,0000001,0.00,BRCTAXACNOR3,118
