TYPE OF REGISTER,DATE OF EXCHANGE,BDI CODE,PAPER NEGOTIATION CODE,TYPE OF MARKET,ABBREVIATED NAME OF THE COMPANY,PAPER SPECIFICATION,FORWARD MARKET TERM IN DAYS,REFERENCE CURRENCY,MARKET PAPER OPENING FLOOR PRICE,MARKET PAPER HIGHEST FLOOR PRICE,MARKET PAPER LOWEST FLOOR PRICE,MARKET PAPER AVERAGE FLOOR PRICE,MARKET PAPER LAST NEGOTIATED PRICE,MARKET PAPER BEST PURCHASE OFFER PRICE,MARKET PAPER BEST SALES OFFER PRICE,NUMBER OF TRADES CONDUCTED WITH THE MARKET PAPER,TOTAL QUANTITY OF TITLES TRADED WITH THIS MARKET PAPER,TOTAL VOLUME OF TITLES NEGOTIATED WITH THIS MARKET PAPER,STRIKE PRICE FOR THE OPTIONS MARKET OR CONTRACT AMOUNT FOR THE SECONDARY FORWARD MARKET,STRIKE PRICE OR CONTRACT AMOUNT FOR OPTIONS OR SECONDARY FORWARD MARKETS CORRECTION INDICATOR,MATURITY DATE FOR OPTIONS OR SECONDARY FORWARD MARKET,PAPER QUOTATION FACTOR,STRIKE PRICE IN POINTS FOR OPTIONS REFERENCED IN US DOLLARS OR CONTRACT AMOUNT IN POINTS FOR SECONDARY FORWARD,PAPER CODE IN THE IS IN SYSTEM OR PAPER INTERNAL CODE,PAPER DISTRIBUTION NUMBER
1,2017-11-24,2,DMMO3,10,DOMMO,ON,,R$,1.04,1.18,1.03,1.11,1.17,1.17,1.18,1376,5146800,5750902.0,0.0,0,9999-12-31,1,0.0,BRDMMOACNOR0,101
1,2017-11-24,2,DTCY3,10,DTCOM-DIRECT,ON,,R$,3.61,3.61,3.61,3.61,3.61,2.0,3.59,1,10000,36100.0,0.0,0,9999-12-31,1,0.0,BRDTCYACNOR5,108
1,2017-11-24,2,DTEX3,10,DURATEX,ON,,R$,9.5,9.8,9.49,9.61,9.51,9.48,9.57,4399,1114800,10715441.0,0.0,0,9999-12-31,1,0.0,BRDTEXACNOR3,125
1,2017-11-24,2,EALT4,10,ACO ALTONA,PN,,R$,32.0,32.0,30.0,31.0,30.0,29.2,31.0,2,200,6200.0,0.0,0,9999-12-31,1,0.0,BREALTACNPR1,130
1,2017-11-24,2,ECOR3,10,ECORODOVIAS,ON,,R$,12.46,12.51,12.22,12.34,12.22,12.22,12.28,5172,1470600,18148555.0,0.0,0,9999-12-31,1,0.0,BRECORACNOR8,114
1,2017-11-24,2,EGIE3,10,ENGIE BRASIL,ON,,R$,37.87,37.94,37.12,37.44,37.12,37.12,37.57,1663,287100,10750939.0,0.0,0,9999-12-31,1,0.0,BREGIEACNOR9,105
1,2017-11-24,2,EKTR3,10,ELEKTRO,ON,,R$,22.0,22.0,22.0,22.0,22.0,20.0,30.0,2,600,13200.0,0.0,0,9999-12-31,1,0.0,BREKTRACNOR0,141
1,2017-11-24,2,EKTR4,10,ELEKTRO,PN,,R$,22.57,22.57,22.57,22.57,22.57,22.0,23.25,1,100,2257.0,0.0,0,9999-12-31,1,0.0,BREKTRACNPR7,141
1,2017-11-24,2,ELEK3,10,ELEKEIROZ,ON,,R$,7.3,7.3,7.1,7.15,7.1,4.0,8.0,3,400,2860.0,0.0,0,9999-12-31,1,0.0,BRELEKACNOR5,119
1,2017-11-24,2,ELET3,10,ELETROBRAS,ON,,R$,20.84,21.13,20.43,20.68,20.72,20.7,20.72,5654,1482500,30660119.0,0.0,0,9999-12-31,1,0.0,BRELETACNOR6,152
1,2017-11-24,2,ELET6,10,ELETROBRAS,PN,,R$,24.01,24.39,23.34,23.7,23.9,23.88,23.9,4478,1731400,41042460.0,0.0,0,9999-12-31,1,0.0,BRELETACNPB7,69
1,2017-11-24,2,ELPL3,10,ELETROPAULO,ON,,R$,15.82,15.82,15.65,15.75,15.78,15.78,16.1,35,11800,185926.0,0.0,0,9999-12-31,1,0.0,BRELPLACNOR9,130
1,2017-11-24,2,ELPL4,10,ELETROPAULO,PN,,R$,15.7,15.98,15.66,15.86,15.98,15.96,15.98,1613,2032700,32240175.0,0.0,0,9999-12-31,1,0.0,BRELPLACNPR6,121
1,2017-11-24,2,EMAE4,10,EMAE,PN,,R$,9.49,9.49,9.49,9.49,9.49,7.2,9.49,1,500,4745.0,0.0,0,9999-12-31,1,0.0,BREMAEACNPR1,109
1,2017-11-24,2,EMBR3,10,EMBRAER,ON,,R$,15.61,15.71,15.33,15.51,15.33,15.33,15.35,3361,1017200,15781504.0,0.0,0,9999-12-31,1,0.0,BREMBRACNOR4,183
1,2017-11-24,2,ENBR3,10,ENERGIAS BR,ON,,R$,14.52,14.72,14.5,14.59,14.5,14.5,14.62,8469,1481100,21609414.0,0.0,0,9999-12-31,1,0.0,BRENBRACNOR2,123
1,2017-11-24,2,ENEV3,10,ENEVA,ON,,R$,13.61,14.0,13.51,13.73,14.0,14.0,14.03,1442,250400,3438144.0,0.0,0,9999-12-31,1,0.0,BRENEVACNOR8,104
1,2017-11-24,2,ENMA3B,10,CEMAR,ON,,R$,23.5,23.5,23.5,23.5,23.5,23.0,27.0,1,200,4700.0,0.0,0,9999-12-31,1,0.0,BRENMAACNOR5,115
1,2017-11-24,2,EQTL3,10,EQUATORIAL,ON,,R$,65.63,65.89,64.83,65.44,65.4,65.4,65.55,4599,591600,38717611.0,0.0,0,9999-12-31,1,0.0,BREQTLACNOR0,121
1,2017-11-24,2,ESTC3,10,ESTACIO PART,ON,,R$,31.31,31.77,31.2,31.46,31.6,31.4,31.6,3955,1062500,33428107.0,0.0,0,9999-12-31,1,0.0,BRESTCACNOR5,114
1,2017-11-24,2,ESTR4,10,ESTRELA,PN,,R$,10.99,10.99,10.5,10.58,10.5,9.99,10.98,2,600,6349.0,0.0,0,9999-12-31,1,0.0,BRESTRACNPR0,143
1,2017-11-24,2,ETER3,10,ETERNIT,ON,,R$,0.98,0.99,0.97,0.97,0.98,0.98,0.99,96,289600,283017.0,0.0,0,9999-12-31,1,0.0,BRETERACNOR3,230
1,2017-11-24,2,EUCA4,10,EUCATEX,PN,,R$,3.9,4.0,3.88,3.95,4.0,3.98,4.0,29,50100,198264.0,0.0,0,9999-12-31,1,0.0,BREUCAACNPR8,36
1,2017-11-24,2,EVEN3,10,EVEN,ON,,R$,5.34,5.39,5.3,5.34,5.35,5.33,5.37,1213,364400,1949396.0,0.0,0,9999-12-31,1,0.0,BREVENACNOR8,111
1,2017-11-24,2,EZTC3,10,EZTEC,ON,,R$,22.65,23.33,22.37,22.88,23.19,23.19,23.21,1620,438300,10032186.0,0.0,0,9999-12-31,1,0.0,BREZTCACNOR0,110
1,2017-11-24,2,FESA3,10,FERBASA,ON,,R$,18.0,18.0,17.5,17.9,18.0,13.5,30.0,3,1100,19700.0,0.0,0,9999-12-31,1,0.0,BRFESAACNOR8,159
1,2017-11-24,2,FESA4,10,FERBASA,PN,,R$,17.02,17.07,16.9,16.99,17.0,16.95,17.0,167,63600,1081049.0,0.0,0,9999-12-31,1,0.0,BRFESAACNPR5,55
1,2017-11-24,2,FHER3,10,FER HERINGER,ON,,R$,2.5,2.53,2.4,2.47,2.46,2.45,2.46,256,93600,231867.0,0.0,0,9999-12-31,1,0.0,BRFHERACNOR5,103
1,2017-11-24,2,FIBR3,10,FIBRIA,ON,,R$,51.6,51.6,50.57,50.88,50.57,50.57,50.63,3117,969200,49321012.0,0.0,0,9999-12-31,1,0.0,BRFIBRACNOR9,106
1,2017-11-24,2,FJTA3,10,FORJA TAURUS,ON,,R$,1.89,1.89,1.89,1.89,1.89,1.77,1.89,1,400,756.0,0.0,0,9999-12-31,1,0.0,BRFJTAACNOR5,155
1,2017-11-24,2,FJTA4,10,FORJA TAURUS,PN,,R$,2.17,2.23,2.1,2.17,2.15,2.12,2.15,57,102000,222344.0,0.0,0,9999-12-31,1,0.0,BRFJTAACNPR2,156
1,2017-11-24,2,FLRY3,10,FLEURY,ON,,R$,27.1,27.25,26.21,26.5,26.27,26.27,26.3,3897,969900,25705194.0,0.0,0,9999-12-31,1,0.0,BRFLRYACNOR5,119
1,2017-11-24,2,FRAS3,10,FRAS-LE,ON,,R$,5.5,5.51,5.43,5.45,5.44,5.43,5.44,56,31700,172973.0,0.0,0,9999-12-31,1,0.0,BRFRASACNOR0,143
1,2017-11-24,2,GEPA3,10,GER PARANAP,ON,,R$,37.0,37.0,37.0,37.0,37.0,36.6,38.5,6,1500,55500.0,0.0,0,9999-12-31,1,0.0,BRGEPAACNOR2,138
1,2017-11-24,2,GEPA4,10,GER PARANAP,PN,,R$,41.01,41.01,41.01,41.01,41.01,40.5,41.8,1,100,4101.0,0.0,0,9999-12-31,1,0.0,BRGEPAACNPR9,145
1,2017-11-24,2,GFSA3,10,GAFISA,ON,,R$,18.5,19.0,18.31,18.75,19.0,18.84,19.0,1235,776800,14571032.0,0.0,0,9999-12-31,1,0.0,BRGFSAACNOR3,114
1,2017-11-24,2,GGBR3,10,GERDAU,ON,,R$,10.34,10.37,10.14,10.23,10.25,10.12,10.25,109,36800,376653.0,0.0,0,9999-12-31,1,0.0,BRGGBRACNOR1,164
1,2017-11-24,2,GGBR4,10,GERDAU,PN,,R$,10.9,10.99,10.65,10.79,10.77,10.76,10.77,11362,7643100,82510526.0,0.0,0,9999-12-31,1,0.0,BRGGBRACNPR8,164
1,2017-11-24,2,GOAU3,10,GERDAU MET,ON,,R$,4.73,4.76,4.66,4.7,4.7,4.69,4.7,67,49300,232153.0,0.0,0,9999-12-31,1,0.0,BRGOAUACNOR1,242
1,2017-11-24,2,GOAU4,10,GERDAU MET,PN,,R$,5.08,5.12,4.94,5.0,4.97,4.97,4.98,4755,8071100,40411137.0,0.0,0,9999-12-31,1,0.0,BRGOAUACNPR8,243
1,2017-11-24,2,GOLL4,10,GOL,PN,,R$,14.25,14.63,14.16,14.38,14.22,14.21,14.22,2559,1077200,15495589.0,0.0,0,9999-12-31,1,0.0,BRGOLLACNPR4,123
1,2017-11-24,2,GRND3,10,GRENDENE,ON,,R$,27.2,27.42,26.75,27.1,27.2,27.03,27.2,1345,261100,7076436.0,0.0,0,9999-12-31,1,0.0,BRGRNDACNOR3,148
1,2017-11-24,2,GSHP3,10,GENERALSHOPP,ON,,R$,4.86,4.86,4.86,4.86,4.86,4.86,5.0,1,300,1458.0,0.0,0,9999-12-31,1,0.0,BRGSHPACNOR7,100
1,2017-11-24,2,GUAR3,10,GUARARAPES,ON,,R$,152.42,152.42,148.51,150.68,151.99,151.64,151.99,293,46200,6961773.0,0.0,0,9999-12-31,1,0.0,BRGUARACNOR4,154
1,2017-11-24,2,GUAR4,10,GUARARAPES,PN,,R$,157.0,157.0,151.23,152.56,151.51,151.51,154.0,42,4500,686521.0,0.0,0,9999-12-31,1,0.0,BRGUARACNPR1,154
1,2017-11-24,2,HAGA4,10,HAGA S/A,PN,,R$,2.0,2.16,1.93,2.02,2.16,2.07,2.16,62,99900,202655.0,0.0,0,9999-12-31,1,0.0,BRHAGAACNPR4,103
1,2017-11-24,2,HBOR3,10,HELBOR,ON,,R$,2.04,2.12,2.04,2.09,2.09,2.09,2.1,669,1703100,3562919.0,0.0,0,9999-12-31,1,0.0,BRHBORACNOR3,113
1,2017-11-24,2,HETA4,10,HERCULES,PN,,R$,8.5,8.87,8.5,8.55,8.87,8.01,8.88,5,700,5987.0,0.0,0,9999-12-31,1,0.0,BRHETAACNPR9,136
1,2017-11-24,2,HGTX3,10,CIA HERING,ON,,R$,28.0,28.1,27.38,27.68,27.96,27.57,27.96,2175,414300,11470326.0,0.0,0,9999-12-31,1,0.0,BRHGTXACNOR9,140
1,2017-11-24,2,HOOT4,10,HOTEIS OTHON,PN,,R$,2.7,2.79,2.7,2.7,2.79,2.66,2.78,5,35500,95886.0,0.0,0,9999-12-31,1,0.0,BRHOOTACNPR9,15
1,2017-11-24,2,HYPE3,10,HYPERMARCAS,ON,,R$,33.25,33.69,33.19,33.51,33.5,33.37,33.5,3778,663200,22227812.0,0.0,0,9999-12-31,1,0.0,BRHYPEACNOR0,111
1,2017-11-24,2,IDNT3,10,IDEIASNET,ON,,R$,11.0,11.24,10.96,11.09,11.24,10.8,11.29,54,19200,213015.0,0.0,0,9999-12-31,1,0.0,BRIDNTACNOR5,113
1,2017-11-24,2,IDVL4,10,INDUSVAL,PN,,R$,1.61,1.61,1.56,1.56,1.56,1.49,1.56,7,1500,2350.0,0.0,0,9999-12-31,1,0.0,BRIDVLACNPR2,126
1,2017-11-24,2,IGBR3,10,IGB S/A,ON,,R$,1.16,1.19,1.15,1.15,1.15,1.15,1.19,21,25300,29274.0,0.0,0,9999-12-31,1,0.0,BRIGBRACNOR7,31
1,2017-11-24,2,IGTA3,10,IGUATEMI,ON,,R$,38.55,38.87,38.36,38.7,38.8,38.75,38.8,2034,316300,12242732.0,0.0,0,9999-12-31,1,0.0,BRIGTAACNOR5,119
1,2017-11-24,2,IRBR3,10,IRBBRASIL RE,ON,,R$,33.9,34.25,33.7,33.94,34.0,33.92,34.0,1749,382800,12994651.0,0.0,0,9999-12-31,1,0.0,BRIRBRACNOR4,101
1,2017-11-24,2,ITSA3,10,ITAUSA,ON,,R$,10.35,10.35,10.25,10.28,10.29,10.25,10.29,61,13500,138798.0,0.0,0,9999-12-31,1,0.0,BRITSAACNOR0,379
1,2017-11-24,2,ITSA4,10,ITAUSA,PN,,R$,10.74,10.74,10.62,10.68,10.62,10.62,10.65,13643,7787100,83171390.0,0.0,0,9999-12-31,1,0.0,BRITSAACNPR7,379
1,2017-11-24,2,ITUB3,10,ITAUUNIBANCO,ON,,R$,38.13,38.18,37.61,37.99,37.92,37.78,38.01,317,75600,2872147.0,0.0,0,9999-12-31,1,0.0,BRITUBACNOR4,229
1,2017-11-24,2,ITUB4,10,ITAUUNIBANCO,PN,,R$,42.74,42.89,42.1,42.53,42.43,42.43,42.48,10465,4122600,175340643.0,0.0,0,9999-12-31,1,0.0,BRITUBACNPR1,229
1,2017-11-24,2,JBDU4,10,J B DUARTE,PN,,R$,1.22,1.28,1.15,1.18,1.27,1.2,1.26,36,37000,43844.0,0.0,0,9999-12-31,1,0.0,BRJBDUACNPR3,140
1,2017-11-24,2,JFEN3,10,JOAO FORTES,ON,,R$,0.68,0.7,0.68,0.69,0.7,0.69,0.7,13,15300,10620.0,0.0,0,9999-12-31,1,0.0,BRJFENACNOR0,56
1,2017-11-24,2,JHSF3,10,JHSF PART,ON,,R$,1.92,1.93,1.89,1.9,1.9,1.89,1.9,395,505500,961555.0,0.0,0,9999-12-31,1,0.0,BRJHSFACNOR2,113
1,2017-11-24,2,JSLG3,10,JSL,ON,,R$,8.1,8.28,8.05,8.11,8.05,8.05,8.12,51,20500,166457.0,0.0,0,9999-12-31,1,0.0,BRJSLGACNOR2,111
1,2017-11-24,2,KEPL3,10,KEPLER WEBER,ON,,R$,19.67,20.4,19.67,20.21,20.34,20.3,20.34,59,20200,408397.0,0.0,0,9999-12-31,1,0.0,BRKEPLACNOR1,46
1,2017-11-24,2,KLBN3,10,KLABIN S/A,ON,,R$,5.14,5.17,5.0,5.12,5.09,5.09,5.15,193,41200,211105.0,0.0,0,9999-12-31,1,0.0,BRKLBNACNOR2,145
1,2017-11-24,2,KLBN4,10,KLABIN S/A,PN,,R$,3.31,3.32,3.2,3.24,3.26,3.26,3.27,402,175900,570340.0,0.0,0,9999-12-31,1,0.0,BRKLBNACNPR9,145
1,2017-11-24,2,KROT3,10,KROTON,ON,,R$,18.85,19.18,18.63,18.81,18.77,18.75,18.77,9427,2482900,46710618.0,0.0,0,9999-12-31,1,0.0,BRKROTACNOR9,126
1,2017-11-24,2,LAME3,10,LOJAS AMERIC,ON,,R$,12.59,12.68,12.41,12.47,12.43,12.43,12.52,6599,1125000,14038945.0,0.0,0,9999-12-31,1,0.0,BRLAMEACNOR9,198
1,2017-11-24,2,LAME4,10,LOJAS AMERIC,PN,,R$,15.35,15.58,15.22,15.33,15.3,15.29,15.3,9022,3031900,46488768.0,0.0,0,9999-12-31,1,0.0,BRLAMEACNPR6,198
1,2017-11-24,2,LCAM3,10,LOCAMERICA,ON,,R$,15.89,15.89,15.89,15.89,15.89,15.81,15.89,6,3400,54026.0,0.0,0,9999-12-31,1,0.0,BRLCAMACNOR3,120
1,2017-11-24,2,LEVE3,10,METAL LEVE,ON,,R$,23.14,23.3,22.66,23.09,23.19,22.78,23.19,653,125400,2895565.0,0.0,0,9999-12-31,1,0.0,BRLEVEACNOR2,180
1,2017-11-24,2,LIGT3,10,LIGHT S/A,ON,,R$,17.41,17.52,17.11,17.29,17.33,17.25,17.33,959,177800,3074820.0,0.0,0,9999-12-31,1,0.0,BRLIGTACNOR2,118
1,2017-11-24,2,LINX3,10,LINX,ON,,R$,21.71,22.29,21.26,21.81,21.74,21.56,21.74,2422,537700,11732271.0,0.0,0,9999-12-31,1,0.0,BRLINXACNOR0,112
1,2017-11-24,2,LIPR3,10,ELETROPAR,ON,,R$,53.3,54.4,53.3,53.57,54.4,51.0,54.4,3,400,21430.0,0.0,0,9999-12-31,1,0.0,BRLIPRACNOR7,114
1,2017-11-24,2,LLIS3,10,LE LIS BLANC,ON,,R$,40.01,40.01,40.01,40.01,40.01,39.9,41.8,1,100,4001.0,0.0,0,9999-12-31,1,0.0,BRLLISACNOR4,111
1,2017-11-24,2,LOGN3,10,LOG-IN,ON,,R$,3.63,3.64,3.59,3.61,3.62,3.6,3.62,66,53900,194937.0,0.0,0,9999-12-31,1,0.0,BRLOGNACNOR3,103
1,2017-11-24,2,LPSB3,10,LOPES BRASIL,ON,,R$,5.79,5.79,5.51,5.59,5.6,5.6,5.61,400,126700,709166.0,0.0,0,9999-12-31,1,0.0,BRLPSBACNOR0,111
1,2017-11-24,2,LREN3,10,LOJAS RENNER,ON,,R$,34.8,35.05,34.54,34.71,34.6,34.59,34.6,5288,1191500,41362203.0,0.0,0,9999-12-31,1,0.0,BRLRENACNOR1,188
1,2017-11-24,2,MAGG3,10,MAGNESITA SA,ON,,R$,45.6,46.0,45.21,45.78,46.0,45.83,46.0,111,17800,815018.0,0.0,0,9999-12-31,1,0.0,BRMAGGACNOR4,109
1,2017-11-24,2,MDIA3,10,M.DIASBRANCO,ON,,R$,48.76,49.13,47.47,48.32,48.25,48.03,48.25,3224,631100,30496142.0,0.0,0,9999-12-31,1,0.0,BRMDIAACNOR7,115
1,2017-11-24,2,MEAL3,10,IMC S/A,ON,,R$,8.75,8.75,8.6,8.69,8.69,8.65,8.69,2696,759300,6598689.0,0.0,0,9999-12-31,1,0.0,BRMEALACNOR9,102
1,2017-11-24,2,MGEL4,10,MANGELS INDL,PN,,R$,4.0,4.19,4.0,4.09,4.19,4.0,4.19,2,200,819.0,0.0,0,9999-12-31,1,0.0,BRMGELACNPR3,147
1,2017-11-24,2,MGLU3,10,MAGAZ LUIZA,ON,,R$,58.86,61.45,58.24,60.1,61.45,61.44,61.49,4707,1386400,83332998.0,0.0,0,9999-12-31,1,0.0,BRMGLUACNOR2,108
1,2017-11-24,2,MILS3,10,MILLS,ON,,R$,4.34,4.38,4.3,4.34,4.38,4.33,4.38,213,89500,388513.0,0.0,0,9999-12-31,1,0.0,BRMILSACNOR2,112
1,2017-11-24,2,MLFT4,10,JEREISSATI,PN,,R$,21.19,21.19,20.99,20.99,20.99,20.72,20.99,4,5100,107069.0,0.0,0,9999-12-31,1,0.0,BRMLFTACNPR3,165
1,2017-11-24,2,MNDL3,10,MUNDIAL,ON,,R$,21.2,21.2,21.2,21.2,21.2,21.1,21.5,1,200,4240.0,0.0,0,9999-12-31,1,0.0,BRMNDLACNOR4,107
1,2017-11-24,2,MNPR3,10,MINUPAR,ON,,R$,2.78,2.85,2.78,2.78,2.82,2.72,2.83,10,218000,606119.0,0.0,0,9999-12-31,1,0.0,BRMNPRACNOR5,122
1,2017-11-24,2,MOVI3,10,MOVIDA,ON,,R$,7.2,7.49,7.17,7.34,7.38,7.38,7.4,3291,1616000,11870108.0,0.0,0,9999-12-31,1,0.0,BRMOVIACNOR0,100
1,2017-11-24,2,MPLU3,10,MULTIPLUS,ON,,R$,35.31,36.0,35.05,35.64,36.0,35.83,36.0,1608,248100,8842706.0,0.0,0,9999-12-31,1,0.0,BRMPLUACNOR3,127
1,2017-11-24,2,MRFG3,10,MARFRIG,ON,,R$,6.95,7.05,6.94,7.0,7.05,6.97,7.05,1915,515200,3608143.0,0.0,0,9999-12-31,1,0.0,BRMRFGACNOR0,108
1,2017-11-24,2,MRVE3,10,MRV,ON,,R$,13.75,14.02,13.68,13.9,13.88,13.84,13.88,7852,2724100,37882959.0,0.0,0,9999-12-31,1,0.0,BRMRVEACNOR2,113
1,2017-11-24,2,MTSA4,10,METISA,PN,,R$,16.35,16.35,16.3,16.33,16.35,16.35,16.4,14,2900,47375.0,0.0,0,9999-12-31,1,0.0,BRMTSAACNPR9,52
1,2017-11-24,2,MULT3,10,MULTIPLAN,ON,,R$,71.89,72.59,71.04,71.79,72.02,72.0,72.05,2593,392200,28156089.0,0.0,0,9999-12-31,1,0.0,BRMULTACNOR5,119
1,2017-11-24,2,MYPK3,10,IOCHP-MAXION,ON,,R$,21.5,21.78,21.25,21.56,21.66,21.5,21.66,2324,631400,13613500.0,0.0,0,9999-12-31,1,0.0,BRMYPKACNOR7,142
1,2017-11-24,2,NATU3,10,NATURA,ON,,R$,32.01,32.2,31.0,31.36,31.0,31.0,31.12,4487,1071100,33595088.0,0.0,0,9999-12-31,1,0.0,BRNATUACNOR6,129
1,2017-11-24,2,ODPV3,10,ODONTOPREV,ON,,R$,16.54,16.74,16.21,16.39,16.24,16.24,16.32,3826,659200,10805134.0,0.0,0,9999-12-31,1,0.0,BRODPVACNOR4,158
1,2017-11-24,2,OFSA3,10,OUROFINO S/A,ON,,R$,25.84,26.0,25.84,25.84,26.0,0.0,26.0,2,3100,80120.0,0.0,0,9999-12-31,1,0.0,BROFSAACNOR7,104
1,2017-11-24,2,OGXP3,10,OGX PETROLEO,ON,,R$,3.55,3.56,3.5,3.53,3.56,3.53,3.56,38,58100,205229.0,0.0,0,9999-12-31,1,0.0,BROGXPACNOR3,108
1,2017-11-24,2,OMGE3,10,OMEGA GER,ON,,R$,17.92,17.92,17.66,17.77,17.78,17.67,17.78,529,130000,2310693.0,0.0,0,9999-12-31,1,0.0,BROMGEACNOR0,100
1,2017-11-24,2,PARD3,10,IHPARDINI,ON,,R$,32.7,33.44,32.62,33.06,33.3,33.19,33.33,1352,220000,7274622.0,0.0,0,9999-12-31,1,0.0,BRPARDACNOR1,101
1,2017-11-24,2,PCAR4,10,P.ACUCAR-CBD,PN,,R$,73.91,74.15,73.39,73.71,73.64,73.64,73.74,1557,300800,22174581.0,0.0,0,9999-12-31,1,0.0,BRPCARACNPR0,148
1,2017-11-24,2,PETR3,10,PETROBRAS,ON,,R$,16.74,16.76,16.48,16.61,16.55,16.54,16.55,7016,3473900,57721693.0,0.0,0,9999-12-31,1,0.0,BRPETRACNOR9,183
1,2017-11-24,2,PETR4,10,PETROBRAS,PN,,R$,16.25,16.37,16.04,16.19,16.1,16.1,16.11,16753,18790700,304363408.0,0.0,0,9999-12-31,1,0.0,BRPETRACNPR6,186
1,2017-11-24,2,PFRM3,10,PROFARMA,ON,,R$,7.46,7.7,7.46,7.6,7.65,7.6,7.65,130,57700,438665.0,0.0,0,9999-12-31,1,0.0,BRPFRMACNOR1,111
1,2017-11-24,2,PINE4,10,PINE,PN,,R$,3.02,3.05,3.02,3.02,3.02,3.02,3.07,22,9300,28092.0,0.0,0,9999-12-31,1,0.0,BRPINEACNPR8,143
1,2017-11-24,2,PLAS3,10,PLASCAR PART,ON,,R$,6.47,6.47,6.47,6.47,6.47,5.5,6.4,3,20800,134576.0,0.0,0,9999-12-31,1,0.0,BRPLASACNOR2,105
1,2017-11-24,2,PMAM3,10,PARANAPANEMA,ON,,R$,1.5,1.51,1.48,1.49,1.51,1.49,1.51,186,752500,1126736.0,0.0,0,9999-12-31,1,0.0,BRPMAMACNOR3,36
1,2017-11-24,2,PNVL3,10,DIMED,ON,,R$,470.0,480.0,470.0,472.5,480.0,455.0,490.0,4,400,189000.0,0.0,0,9999-12-31,1,0.0,BRPNVLACNOR9,189
1,2017-11-24,2,POMO3,10,MARCOPOLO,ON,,R$,3.03,3.03,2.99,3.01,3.0,2.99,3.0,18,11100,33463.0,0.0,0,9999-12-31,1,0.0,BRPOMOACNOR0,80
1,2017-11-24,2,POMO4,10,MARCOPOLO,PN,,R$,3.76,3.81,3.71,3.76,3.76,3.73,3.76,1050,1014200,3814108.0,0.0,0,9999-12-31,1,0.0,BRPOMOACNPR7,80
1,2017-11-24,2,POSI3,10,POSITIVO TEC,ON,,R$,3.03,3.11,2.97,3.02,3.11,3.08,3.11,482,526400,1594514.0,0.0,0,9999-12-31,1,0.0,BRPOSIACNOR9,111
1,2017-11-24,2,PRIO3,10,PETRORIO,ON,,R$,61.95,64.27,61.95,63.13,63.76,63.76,63.9,385,89900,5675586.0,0.0,0,9999-12-31,1,0.0,BRPRIOACNOR1,101
1,2017-11-24,2,PRML3,10,PRUMO,ON,,R$,10.94,11.15,10.94,11.07,11.15,10.95,11.15,62,29600,327684.0,0.0,0,9999-12-31,1,0.0,BRPRMLACNOR9,103
1,2017-11-24,2,PSSA3,10,PORTO SEGURO,ON,,R$,37.51,37.51,36.43,36.88,36.47,36.47,36.84,1810,275500,10161605.0,0.0,0,9999-12-31,1,0.0,BRPSSAACNOR7,132
1,2017-11-24,2,PTBL3,10,PORTOBELLO,ON,,R$,5.95,5.95,5.73,5.81,5.8,5.8,5.82,674,711200,4136027.0,0.0,0,9999-12-31,1,0.0,BRPTBLACNOR8,121
1,2017-11-24,2,PTNT4,10,PETTENATI,PN,,R$,3.69,3.69,3.69,3.69,3.69,3.68,3.69,2,800,2952.0,0.0,0,9999-12-31,1,0.0,BRPTNTACNPR3,41
1,2017-11-24,2,QGEP3,10,QGEP PART,ON,,R$,8.36,8.43,8.15,8.23,8.15,8.15,8.18,947,503400,4144427.0,0.0,0,9999-12-31,1,0.0,BRQGEPACNOR8,107
1,2017-11-24,2,QUAL3,10,QUALICORP,ON,,R$,32.91,33.05,32.58,32.73,33.0,32.99,33.0,5373,3106400,101696186.0,0.0,0,9999-12-31,1,0.0,BRQUALACNOR6,106
1,2017-11-24,2,RADL3,10,RAIADROGASIL,ON,,R$,86.98,89.12,86.3,88.33,88.51,88.5,88.64,8334,1444200,127568007.0,0.0,0,9999-12-31,1,0.0,BRRADLACNOR0,124
1,2017-11-24,2,RAIL3,10,RUMO S.A.,ON,,R$,13.04,13.18,12.73,12.91,12.89,12.79,12.89,9598,3959600,51118906.0,0.0,0,9999-12-31,1,0.0,BRRAILACNOR9,100
1,2017-11-24,2,RANI3,10,CELUL IRANI,ON,,R$,1.99,2.0,1.99,1.99,2.0,1.98,2.0,6,6200,12369.0,0.0,0,9999-12-31,1,0.0,BRRANIACNOR5,50
1,2017-11-24,2,RANI4,10,CELUL IRANI,PN,,R$,2.03,2.03,2.03,2.03,2.03,1.5,2.1,2,400,812.0,0.0,0,9999-12-31,1,0.0,BRRANIACNPR2,51
1,2017-11-24,2,RAPT3,10,RANDON PART,ON,,R$,5.35,5.35,5.35,5.35,5.35,5.22,5.34,1,100,535.0,0.0,0,9999-12-31,1,0.0,BRRAPTACNOR7,147
1,2017-11-24,2,RAPT4,10,RANDON PART,PN,,R$,7.02,7.08,6.86,6.95,6.92,6.91,6.92,1119,699000,4862335.0,0.0,0,9999-12-31,1,0.0,BRRAPTACNPR4,147
1,2017-11-24,2,RCSL3,10,RECRUSUL,ON,,R$,3.33,3.33,3.0,3.05,3.0,2.8,3.0,7,2200,6725.0,0.0,0,9999-12-31,1,0.0,BRRCSLACNOR4,128
